,SITEVISITID,METHOD,OBS_YEAR,REGION,REGION_NAME,ISLAND,POP_STATUS,ANALYSIS_SEC,ANALYSIS_YEAR,ANALYSIS_STRATA,SEC_NAME,SITE,ISL_CODE,ISL_SLOPE,SITE_SLOPE_100m,SITE_SLOPE_200m,SITE_SLOPE_400m,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,DEPTH,HARD_CORAL,SOFT_CORAL,MA,CCA,TA,SAND,CYANO,OTHER_BENTHIC,ComplexityValue,MEAN_SH,SD_SH_DIFF,MAX_HEIGHT,nCounts,nReps,PISCIVORE,PLANKTIVORE,PRIMARY,SECONDARY,UNKNOWN,TotFish
1460,4981,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00309,PAL,33.8212462,0.285023468,0.27814245,0.454468633,14/05/2012,Forereef,Deep,5.88786838,-162.1403433,24,15,10,7.5,27.5,27.5,12.5,0,0,NA,0.34375,0.228889145,0.85,2,1,7.328665016,6.797756656,18.52344304,22.80940902,0,55.45927373
1461,4982,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefMid,Palmyra,PAL-00251,PAL,33.8212462,5.919516397,9.747068307,13.10870546,14/05/2012,Forereef,Mid,5.86721931,-162.1183316,9.9,17.5,0,15,35,32.5,0,0,0,NA,0.76375,0.620028913,2.6,2,1,22.70550773,11.99098657,64.72902466,36.0168921,0,135.4424111
1462,4983,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefShallow,Palmyra,PAL-00273,PAL,33.8212462,1.274032662,1.045575586,1.342591598,14/05/2012,Forereef,Shallow,5.86990227,-162.1203407,5.95,7.5,0,1,37.5,53.5,0,0,0.5,NA,0.3785,0.346034792,2,2,1,8.813214256,3.554840729,22.13380944,5.585226341,0,40.08709077
1463,4984,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00298,PAL,33.8212462,1.71984648,1.445327895,1.40694959,14/05/2012,Forereef,Deep,5.86992776,-162.1306609,21.95,30,3.5,20,27.5,18,1,0,0,NA,0.5375,0.289316129,1.15,2,1,87.74471576,46.05906089,61.09404674,33.562254,0,228.4600774
1464,4997,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00307,PAL,33.8212462,20.06284696,16.44918064,14.8607991,15/05/2012,Forereef,Deep,5.86122675,-162.0174801,21.1,32.5,5,5,20,37.5,0,0,0,NA,0.3875,0.230509318,0.8,2,1,30.84539813,42.83772322,42.9194812,35.07063915,0,151.6732417
1465,4999,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefMid,Palmyra,PAL-00209,PAL,33.8212462,0.759150669,0.85678074,4.130920988,15/05/2012,Forereef,Mid,5.86494731,-162.0152887,9.9,32.5,0,7.5,15,45,0,0,0,NA,0.22075,0.111537388,0.55,2,1,1.422894845,6.192898172,3.913192729,9.020530672,0,20.54951642
1466,5000,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00305,PAL,33.8212462,22.15685802,17.05691435,15.29324238,15/05/2012,Forereef,Deep,5.86259108,-162.0271568,21.55,42.5,22.5,2.5,15,17.5,0,0,0,NA,0.685,0.244962326,0.9,2,1,66.16131576,386.2037112,28.19911238,19.79837603,0,500.3625153
1467,5001,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefMid,Palmyra,PAL-00213,PAL,33.8212462,0.98655792,0.80353629,0.837943387,15/05/2012,Forereef,Mid,5.87191938,-162.0355638,7.45,10,2.5,5,25,30,27.5,0,0,NA,0.3825,0.368687525,1.4,2,1,72.16268687,0.908905787,17.25499244,37.71644718,0,128.0430323
1468,5002,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefShallow,Palmyra,PAL-00272,PAL,33.8212462,16.26290106,17.17936827,22.26615832,15/05/2012,Forereef,Shallow,5.86958552,-162.0883339,5.35,22.5,2.5,22.5,27.5,24.5,0.5,0,0,NA,0.41525,0.275856611,1.25,2,1,23.69494544,17.68171583,27.26902379,94.00869817,0,162.6543832
1469,5003,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00301,PAL,33.8212462,5.358422412,10.57117128,15.42601538,15/05/2012,Forereef,Deep,5.87047878,-162.1494544,19.5,30,12.5,12.5,22.5,21,1.5,0,0,NA,0.4175,0.294817817,1.05,2,1,114.7424121,140.5272886,38.4059171,304.4419083,0,598.1175262
1470,5004,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefMid,Palmyra,PAL-00254,PAL,33.8212462,4.621338405,8.919864609,20.053924,15/05/2012,Forereef,Mid,5.86155088,-162.1279604,16.45,22.5,25,10,12.5,12.5,17.5,0,0,NA,0.4075,0.298901682,1.05,2,1,32.30991266,32.37013124,23.77212259,24.15142594,0,112.6035924
1471,5005,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00295,PAL,33.8212462,21.77005863,21.73207245,23.55165524,15/05/2012,Forereef,Deep,5.86941068,-162.0874387,23.95,12.5,2.5,22.5,20,22.5,20,0,0,NA,0.37,0.269443872,1,2,1,26.3265674,42.28427439,31.52876345,7.846427686,0,107.9860329
1472,5006,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefMid,Palmyra,PAL-00215,PAL,33.8212462,13.28896888,16.23920307,22.33500437,15/05/2012,Forereef,Mid,5.87000571,-162.0809348,10.05,17.5,2.5,27.5,27.5,15,2.5,0,7.5,NA,0.43625,0.284270703,1.25,2,1,26.54876969,21.50887161,43.37834903,63.13497159,0,154.5709619
1473,5007,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefShallow,Palmyra,PAL-00282,PAL,33.8212462,7.033422985,12.96307478,18.7689181,15/05/2012,Forereef,Shallow,5.86672143,-162.0575248,4.05,30,5,15,32.5,17.5,0,0,0,NA,0.43375,0.311507435,1.05,2,1,70.35049328,30.01528134,32.15409696,132.4237534,0,264.943625
1474,5019,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00321,PAL,33.8212462,19.06731416,16.976779,18.36377096,17/05/2012,Forereef,Deep,5.89784955,-162.1411261,26.2,35,12.5,7.5,7.5,25,12.5,0,0,NA,0.34875,0.221570194,0.9,2,1,43.13658653,110.392316,15.15503716,17.14280886,0,185.8267485
1475,5020,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefMid,Palmyra,PAL-00245,PAL,33.8212462,0.767589902,0.993265176,1.584606656,17/05/2012,Forereef,Mid,5.89417384,-162.1434356,12.15,32.5,10,6.5,15,23.5,12.5,0,0,NA,0.3075,0.134195398,0.6,2,1,6.868636673,13.36055425,20.40826762,11.21547204,0,51.85293057
1476,5021,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00323,PAL,33.8212462,17.78410196,18.08301169,23.8204506,17/05/2012,Forereef,Deep,5.89773438,-162.0903302,21.4,12.5,15,15,12.5,32.5,12.5,0,0,NA,0.47625,0.244457289,0.9,2,1,44.30072365,11.42519483,11.69833733,28.87110534,0,96.29536115
1477,5022,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefMid,Palmyra,PAL-00233,PAL,33.8212462,6.314494359,9.633719673,17.46274236,17/05/2012,Forereef,Mid,5.89842514,-162.0709437,10.8,20,35,5,15,21.5,3.5,0,0,NA,0.46375,0.238972393,1,2,1,23.15217099,16.19410853,22.4461012,22.66870228,0,84.46108299
1478,5023,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00319,PAL,33.8212462,15.1135416,18.01893628,20.10843073,17/05/2012,Forereef,Deep,5.89106356,-162.049814,24.9,17.5,12.5,15,15,25,15,0,0,NA,0.465,0.314526082,1.2,2,1,122.6819049,65.28635764,33.65007646,30.37166918,0,251.9900082
1479,5024,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefMid,Palmyra,PAL-00223,PAL,33.8212462,14.41877952,16.58409546,17.90690344,17/05/2012,Forereef,Mid,5.8836061,-162.0362425,13.05,15,32.5,7.5,20,25,0,0,0,NA,0.4675,0.242715299,1.05,2,1,56.13850763,45.51376713,31.15193288,36.44464721,0,169.2488548
1480,5027,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefShallow,Palmyra,PAL-00278,PAL,33.8212462,4.106300122,8.375316172,12.46098791,17/05/2012,Forereef,Shallow,5.86723465,-162.1093488,5.85,17.5,0,15,22.5,37.5,5,2.5,0,NA,0.50125,0.318989804,1.15,2,1,6.276769998,10.87292396,64.36473121,15.54506579,0,97.05949096
1481,5035,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00317,PAL,33.8212462,21.60028392,21.65204595,21.05903918,18/05/2012,Forereef,Deep,5.88733077,-162.0428051,25.6,20,12.5,10,15,30,12.5,0,0,NA,0.6375,0.444183695,2.5,2,1,45.28381128,62.10036154,14.40046031,20.74492836,0,142.5295615
1482,5036,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefShallow,Palmyra,PAL-00249,PAL,33.8212462,1.37415453,1.524345396,4.805909635,18/05/2012,Forereef,Shallow,5.87697048,-162.0206589,5.75,37.5,0,12.5,40,10,0,0,0,NA,0.1845,0.149192826,0.75,2,1,0.818685767,3.772482051,3.089686056,4.915785129,0,12.596639
1483,5037,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefMid,Palmyra,PAL-00303,PAL,33.8212462,0.832830204,0.783662661,3.296463554,18/05/2012,Forereef,Mid,5.8719317,-162.0031968,14,35,1,9,5,39.5,10.5,0,0,NA,0.31875,0.189042143,0.8,2,1,18.51292937,5.38435694,11.95660337,7.20543916,0,43.05932885
1484,5038,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00302,PAL,33.8212462,22.73478271,18.68236163,17.57749382,18/05/2012,Forereef,Deep,5.86579673,-162.009663,22.65,25,22.5,7.5,22.5,22.5,0,0,0,NA,0.51125,0.324372107,1.2,2,1,154.2068408,163.9930026,35.68298856,17.13489791,0,371.0177299
1485,5039,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefMid,Palmyra,PAL-00247,PAL,33.8212462,2.505349506,4.157918342,9.215225084,18/05/2012,Forereef,Mid,5.86730179,-162.0105036,9.55,37.5,2,10,15,34,1,0,0.5,NA,0.26125,0.181294283,0.95,2,1,20.03118947,11.28745333,13.40128182,5.685312088,0,50.40523671
1486,5040,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00306,PAL,33.8212462,19.26246717,16.0176861,16.251655,18/05/2012,Forereef,Deep,5.86396152,-162.0331529,21.9,27.5,37.5,2.5,15,15,2.5,0,0,NA,0.7425,0.378950942,1.7,2,1,57.97421641,143.9744673,10.93529075,21.21793059,0,234.101905
1487,5041,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefShallow,Palmyra,PAL-00275,PAL,33.8212462,0.524115485,0.638896298,0.752116815,18/05/2012,Forereef,Shallow,5.87502446,-162.1152159,4.25,17.5,0,6.5,4,56,1,0,15,NA,0.96875,0.49276806,1.9,2,1,12.56627735,6.696338014,61.52385986,238.4586684,0,319.2451436
1488,5042,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefMid,Palmyra,PAL-00253,PAL,33.8212462,11.46444992,12.71742384,15.06273194,18/05/2012,Forereef,Mid,5.86680935,-162.1131901,7.45,20,2.5,22.5,40,14,1,0,0,NA,0.665,0.400842728,1.7,2,1,41.37931385,30.1745294,42.27028527,30.83514259,0,144.6592711
1489,5048,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00322,PAL,33.8212462,23.93780204,22.31914889,20.74499687,19/05/2012,Forereef,Deep,5.89743532,-162.1093085,23.65,17.5,20,17.5,7.5,27.5,10,0,0,NA,0.39875,0.281754855,1.05,2,1,25.60046499,38.64281217,16.34710308,14.93367424,0,95.52405448
1490,5049,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefMid,Palmyra,PAL-00239,PAL,33.8212462,7.616753641,11.86395213,15.89398964,19/05/2012,Forereef,Mid,5.89622179,-162.1168146,8.95,20,15,12,32.5,19,1.5,0,0,NA,0.5775,0.358599386,1.45,2,1,23.38451501,5.69984791,29.98737597,10.41495294,0,69.48669183
1491,5050,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefMid,Palmyra,PAL-00203,PAL,33.8212462,10.78892252,13.56144782,17.03905915,19/05/2012,Forereef,Mid,5.89695403,-162.1317041,14.15,30,10,10,27.5,21.5,1,0,0,NA,0.46,0.233283493,1.05,2,1,86.99442196,21.93180817,77.5736802,66.77029888,0,253.2702092
1492,5051,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00313,PAL,33.8212462,1.522942824,1.60945396,1.456763795,19/05/2012,Forereef,Deep,5.88106068,-162.1471803,22.25,17.5,27.5,12.5,12.5,10,20,0,0,NA,0.3225,0.245943144,0.95,2,1,59.85655725,28.02868026,39.45787592,25.12025058,0,152.463364
1493,5052,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefDeep,Palmyra,PAL-00311,PAL,33.8212462,0.762076853,0.733670607,0.647769221,19/05/2012,Forereef,Deep,5.87938246,-162.1556653,20.1,7.5,2.5,5,12.5,35,25,12.5,0,NA,0.30375,0.316735834,1.5,2,1,33.97995706,19.48452271,18.04212178,23.55928651,0,95.06588806
1494,5053,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefShallow,Palmyra,PAL-00263,PAL,33.8212462,0.402772359,0.414278565,0.3746113,19/05/2012,Forereef,Shallow,5.88572295,-162.1183838,4.3,27.5,0,5,7.5,40,20,0,0,NA,1.185,0.931305534,3.25,2,1,3.63246941,1.851880663,43.01110442,11.20577723,0,59.70123172
1495,5054,nSPC,2012,PRIAs,Pacific Remote Island Areas,Palmyra,U,Palmyra,2012,ForereefShallow,Palmyra,PAL-00274,PAL,33.8212462,0.70195004,0.662938746,0.632883045,19/05/2012,Forereef,Shallow,5.87662012,-162.1146192,3.4,67.5,0,5,5,22.5,0,0,0,NA,0.85375,0.608111739,2.5,2,1,52.09573167,4.196395324,42.38013243,8.297473523,0,106.9697329
1496,5082,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_SOUTH,2010-12,ForereefMid,OAH_SOUTH,OAH-00297,OAH,8.228916047,0.55297821,0.637923344,1.359981805,01/09/2012,Forereef,Mid,21.39301185,-158.1704389,12.7,2,1.25,12,1,70.25,7.75,5.75,0,NA,0.1125,0.051783261,0.4,4,2,0,0.03081586,2.572551277,3.951050404,0,6.554417541
1497,5083,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_SOUTH,2010-12,ForereefShallow,OAH_SOUTH,OAH-00302,OAH,8.228916047,0.723369837,0.819559942,1.063741927,01/09/2012,Forereef,Shallow,21.43884125,-158.1938461,6.55,12,0,1,0.5,59,25,2.5,0,NA,0.30225,0.283795565,1.5,2,1,2.142852659,0.158387741,1.198339385,4.197710759,0,7.697290544
1498,5084,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_SOUTH,2010-12,ForereefDeep,OAH_SOUTH,OAH-00348,OAH,8.228916047,3.938873549,2.696417182,2.003968851,01/09/2012,Forereef,Deep,21.41171607,-158.1941595,17.65,11.5,0,62.5,5,16,5,0,0,NA,0.1625,0.107282196,0.4,2,1,0,1.341356165,2.307252196,5.114349462,0,8.762957823
1499,5085,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_SOUTH,2010-12,ForereefShallow,OAH_SOUTH,OAH-00299,OAH,8.228916047,0.609161171,0.703738813,1.456755145,01/09/2012,Forereef,Shallow,21.49311021,-158.2328563,5.85,4,0,7.5,5,72.5,11,0,0,NA,0.43875,0.250558364,1.25,2,1,0,1.111062468,19.07133659,11.25775168,0,31.44015073
1500,5086,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_SOUTH,2010-12,ForereefShallow,OAH_SOUTH,OAH-00304,OAH,8.228916047,1.547384721,1.567349076,2.775164678,01/09/2012,Forereef,Shallow,21.45862279,-158.2159368,5.25,5,0,25,0,65,5,0,0,NA,0.31125,0.197120397,0.8,2,1,0,0.011314855,2.464251124,4.042343514,0,6.517909494
1501,5088,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_KAENA,2010-12,ForereefDeep,OAH_KAENA,OAH-00307,OAH,8.228916047,1.915233108,1.775850791,1.431844627,02/09/2012,Forereef,Deep,21.59064673,-158.2265359,23.35,32.5,0,3,2,53.5,6,3,0,NA,0.2975,0.220413828,0.65,2,1,0,0.212669907,7.247048293,2.363270767,0,9.822988967
1502,5089,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_KAENA,2010-12,ForereefMid,OAH_KAENA,OAH-00311,OAH,8.228916047,0.785869096,0.721657282,0.935285645,02/09/2012,Forereef,Mid,21.58391623,-158.2286423,7.9,2,0,15,1.5,69,12.5,0,0,NA,0.25275,0.251907277,0.95,2,1,0,0.041828466,0.194332705,5.443359137,0,5.679520307
1503,5090,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_NORTH,2010-12,ForereefShallow,OAH_NORTH,OAH-00372,OAH,8.228916047,0.439530411,0.806187471,0.948086385,02/09/2012,Forereef,Shallow,21.58349395,-158.1673069,3.8,12.5,0,3.5,1.5,72.5,10,0,0,NA,0.3175,0.239693707,0.65,2,1,0.071942746,0.645311754,0.547111652,2.385445403,0,3.649811555
1504,5091,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_NORTH,2010-12,ForereefShallow,OAH_NORTH,OAH-00430,OAH,8.228916047,0.751142874,0.670157671,0.587735116,02/09/2012,Forereef,Shallow,21.58856995,-158.1383699,2.7,9,0,2.5,4,81,2.5,1,0,NA,0.6075,0.47600227,1.75,2,1,0,0.088328871,1.679839903,1.7537841,0,3.521952874
1505,5092,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_NORTH,2010-12,ForereefMid,OAH_NORTH,OAH-00367,OAH,8.228916047,0.920052752,1.054177971,1.977167814,02/09/2012,Forereef,Mid,21.58794391,-158.1713499,7.35,12.5,0,47.5,0,35,5,0,0,NA,0.2825,0.150031245,0.65,2,1,0,0.046719403,0.216146113,4.80695091,0,5.069816426
1506,5093,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_NORTH,2010-12,ForereefMid,OAH_NORTH,OAH-00310,OAH,8.228916047,4.075727105,3.187616276,2.698431844,02/09/2012,Forereef,Mid,21.65296199,-158.0633833,10.1,15,0,12.5,2.5,60,10,0,0,NA,0.76875,0.578008139,3,2,1,2.422977709,1.814169689,8.248625856,16.44618149,0,28.93195475
1507,5094,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_NORTH,2010-12,ForereefShallow,OAH_NORTH,OAH-00375,OAH,8.228916047,1.431486368,1.624934297,1.388944233,02/09/2012,Forereef,Shallow,21.6681562,-158.0492991,2.9,0,0,7.5,2.5,80,10,0,0,NA,0.305,0.245820393,0.875,2,1,0.10808028,0.250263645,0.810577284,2.595505346,0,3.764426555
1508,5095,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_NORTH,2010-12,ForereefShallow,OAH_NORTH,OAH-00319,OAH,8.228916047,0.698122964,0.854682126,0.932426935,02/09/2012,Forereef,Shallow,21.69453808,-158.0267385,5,27.5,0,7.5,7.5,52.5,5,0,0,NA,0.29875,0.140086388,0.625,2,1,0.025576836,0.329809786,0.440658761,5.849458142,0,6.645503525
1509,5097,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_NORTH,2010-12,ForereefMid,OAH_NORTH,OAH-00365,OAH,8.228916047,3.225212996,2.840551255,2.130825529,02/09/2012,Forereef,Mid,21.61497588,-158.1078031,20.8,10,0,52.5,2.5,30,5,0,0,NA,0.23,0.186292622,0.8,2,1,0,2.988283781,1.012299933,6.224717311,0,10.22530102
1510,5098,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_KAENA,2010-12,ForereefDeep,OAH_KAENA,OAH-00306,OAH,8.228916047,2.225832303,2.099536468,1.874020208,02/09/2012,Forereef,Deep,21.58329036,-158.2639148,19.75,25,0,8.5,3,58.5,5,0,0,NA,0.39375,0.213150007,1.15,2,1,6.506401713,0.974945416,19.9209952,4.073513619,0,31.47585594
1511,5099,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_KAENA,2010-12,ForereefDeep,OAH_KAENA,OAH-00364,OAH,8.228916047,0.568202405,0.645407264,0.889014946,02/09/2012,Forereef,Deep,21.59457407,-158.2206108,25.85,50,0,25,2.5,17.5,5,0,0,NA,0.25,0.111237244,0.45,2,1,0,0.097556726,19.63800371,7.999288877,0,27.73484931
1512,5100,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_NORTH,2010-12,ForereefMid,OAH_NORTH,OAH-00312,OAH,8.228916047,1.0077698,0.972965591,1.294705832,02/09/2012,Forereef,Mid,21.593354,-158.1283289,7.2,5,0,16,4.5,19.5,10,45,0,NA,0.1625,0.0625,0.25,2,1,0,0,0.053854064,1.723669399,0,1.777523462
1513,5102,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_NORTH,2010-12,ForereefMid,OAH_NORTH,OAH-00369,OAH,8.228916047,3.128612433,2.778703491,2.130376819,02/09/2012,Forereef,Mid,21.65986742,-158.0595847,6.15,1,0,10,0,89,0,0,0,NA,0.125,0.075,0.5,2,1,1.372105174,0.177614653,0.093087144,4.631679273,0,6.274486244
1514,5103,nSPC,2012,MHI,Main Hawaiian Islands,Oahu,P,OAH_NORTH,2010-12,ForereefDeep,OAH_NORTH,OAH-00315,OAH,8.228916047,2.644470252,2.538320472,1.953257285,02/09/2012,Forereef,Deep,21.70447876,-158.0233891,23.4,2,0,6.5,3,81,7.5,0,0,NA,0.3075,0.370855851,1.75,2,1,0,0.095496661,2.039789567,3.626068159,0,5.761354388
1515,5104,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_LAHAINA,2010-12,ForereefMid,MAI_LAHAINA,MAI-00322,MAI,4.052617821,2.067209193,2.427624739,3.197953613,03/09/2012,Forereef,Mid,20.92325873,-156.6978211,7.7,3,0,45,0,14.5,37.5,0,0,NA,0.51875,0.283721675,1,2,1,0.083397673,1.304013239,0.270478498,0.471697361,0,2.129586772
1516,5105,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_LAHAINA,2010-12,ForereefShallow,MAI_LAHAINA,MAI-00327,MAI,4.052617821,1.988661322,1.807568309,1.815025683,03/09/2012,Forereef,Shallow,20.8762676,-156.6849706,5.2,37.5,0,1,0,48,12.5,1,0,NA,0.55375,0.316694632,1.35,2,1,0.382924605,1.194029475,5.934662435,3.906923866,0,11.41854038
1517,5106,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_LAHAINA,2010-12,ForereefShallow,MAI_LAHAINA,MAI-00402,MAI,4.052617821,2.08910718,2.107342599,1.99965349,03/09/2012,Forereef,Shallow,20.84695416,-156.6586918,3.45,12.5,0,7.5,0,67.5,12.5,0,0,NA,0.45375,0.281227809,1.3,2,1,0,0.200747435,1.073425962,2.514983679,0,3.789157076
1518,5107,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefMid,MAI_KIHEI,MAI-00291,MAI,4.052617821,2.32532088,1.982855392,1.721769783,03/09/2012,Forereef,Mid,20.80272009,-156.5997647,5.8,42.5,0,0,0,32.5,25,0,0,NA,0.93,0.764697926,2.75,2,1,0,1.659074538,5.575848501,1.786102567,0,9.021025606
1519,5108,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefDeep,MAI_KIHEI,MAI-00285,MAI,4.052617821,2.265739997,2.10877794,1.601765425,03/09/2012,Forereef,Deep,20.72466622,-156.4638776,22.9,65,0,0,10,7.5,16.5,1,0,NA,0.475,0.291896711,1.05,2,1,6.544583276,0.059703295,10.95822798,3.379667985,0,20.94218253
1520,5109,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_LAHAINA,2010-12,ForereefMid,MAI_LAHAINA,MAI-00324,MAI,4.052617821,2.09050251,2.004356076,1.973361866,03/09/2012,Forereef,Mid,20.84357986,-156.6591834,13.65,27.5,0,30,0,22.5,20,0,0,NA,0.2825,0.150031245,0.75,2,1,0,0.106745391,0.468950378,1.882068735,0,2.457764505
1521,5110,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_LAHAINA,2010-12,ForereefShallow,MAI_LAHAINA,MAI-00404,MAI,4.052617821,0.747561216,0.624652372,1.719107749,03/09/2012,Forereef,Shallow,20.84568179,-156.6551363,2,15,0,0,12.5,60,12.5,0,0,NA,0.44,0.32708265,1.125,2,1,0.910961589,0.0597837,3.172221655,1.783031608,0,5.925998553
1522,5111,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefShallow,MAI_KIHEI,MAI-00403,MAI,4.052617821,1.925173674,2.082306061,2.098553046,03/09/2012,Forereef,Shallow,20.81896196,-156.6301501,1.8,17.5,0,2.5,7.5,70,2.5,0,0,NA,0.89125,0.381331605,1.6,2,1,2.155658573,0.268764299,3.115467515,8.020326579,0,13.56021697
1523,5112,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefShallow,MAI_KIHEI,MAI-00299,MAI,4.052617821,2.317488909,2.917082574,3.956915997,03/09/2012,Forereef,Shallow,20.78916429,-156.5612185,3.15,67.5,0,0,9,17.5,6,0,0,NA,0.70875,0.400314267,2.25,2,1,0.209076544,14.85566879,23.48719136,3.78949995,0,42.34143664
1524,5113,nSPC,2012,MHI,Main Hawaiian Islands,Maui,P,MAI_KIHEI,2010-12,ForereefShallow,MAI_KIHEI,MAI-00373,MAI,4.052617821,2.094279289,1.74964242,1.262393116,03/09/2012,Forereef,Shallow,20.79586177,-156.4976365,3.6,5,0,0,1.5,64.5,27.5,0,1.5,NA,0.199,0.155621262,0.725,2,1,0,0.039308018,0.102002343,1.592997958,0,1.734308319
